Frequency,ChronicIllness,postcode
1,Epilepsy,3989
4,Epilepsy,3991
5,Epilepsy,3992
168,Epilepsy,3995
70,Epilepsy,3996
21,Epilepsy,4000
1,Epilepsy,4001
2,Epilepsy,4004
74,Epilepsy,4005
20,Epilepsy,4006
47,Epilepsy,4007
3,Epilepsy,4008
9,Epilepsy,4010
69,Epilepsy,4011
94,Epilepsy,4012
28,Epilepsy,4013
27,Epilepsy,4014
183,Epilepsy,4017
44,Epilepsy,4018
71,Epilepsy,4019
156,Epilepsy,4020
56,Epilepsy,4021
39,Epilepsy,4022
26,Epilepsy,4030
26,Epilepsy,4031
90,Epilepsy,4032
170,Epilepsy,4034
41,Epilepsy,4035
31,Epilepsy,4036
26,Epilepsy,4037
57,Epilepsy,4051
69,Epilepsy,4053
13,Epilepsy,4054
32,Epilepsy,4055
31,Epilepsy,4059
35,Epilepsy,4060
66,Epilepsy,4061
1,Epilepsy,4063
33,Epilepsy,4064
22,Epilepsy,4065
26,Epilepsy,4066
12,Epilepsy,4067
76,Epilepsy,4068
125,Epilepsy,4069
12,Epilepsy,4070
1,Epilepsy,4071
25,Epilepsy,4073
27,Epilepsy,4074
78,Epilepsy,4075
6,Epilepsy,4076
62,Epilepsy,4077
109,Epilepsy,4078
57,Epilepsy,4101
10,Epilepsy,4102
13,Epilepsy,4103
1,Epilepsy,4104
8,Epilepsy,4105
2,Epilepsy,4106
2,Epilepsy,4107
12,Epilepsy,4108
45,Epilepsy,4109
11,Epilepsy,4110
1,Epilepsy,4111
10,Epilepsy,4112
35,Epilepsy,4113
137,Epilepsy,4114
4,Epilepsy,4115
13,Epilepsy,4116
3,Epilepsy,4117
120,Epilepsy,4118
32,Epilepsy,4119
7,Epilepsy,4120
59,Epilepsy,4121
158,Epilepsy,4122
43,Epilepsy,4123
111,Epilepsy,4124
28,Epilepsy,4125
117,Epilepsy,4127
54,Epilepsy,4128
17,Epilepsy,4129
14,Epilepsy,4130
76,Epilepsy,4131
85,Epilepsy,4132
56,Epilepsy,4133
1,Epilepsy,4144
7,Epilepsy,4151
105,Epilepsy,4152
10,Epilepsy,4153
23,Epilepsy,4154
3,Epilepsy,4155
7,Epilepsy,4156
111,Epilepsy,4157
4,Epilepsy,4158
36,Epilepsy,4159
84,Epilepsy,4160
62,Epilepsy,4161
116,Epilepsy,4163
47,Epilepsy,4164
131,Epilepsy,4165
10,Epilepsy,4169
23,Epilepsy,4170
27,Epilepsy,4171
5,Epilepsy,4172
11,Epilepsy,4173
5,Epilepsy,4174
132,Epilepsy,4178
75,Epilepsy,4179
2,Epilepsy,4183
21,Epilepsy,4184
26,Epilepsy,4205
1,Epilepsy,4206
172,Epilepsy,4207
48,Epilepsy,4208
61,Epilepsy,4209
69,Epilepsy,4210
139,Epilepsy,4211
59,Epilepsy,4212
38,Epilepsy,4213
90,Epilepsy,4214
115,Epilepsy,4215
110,Epilepsy,4216
57,Epilepsy,4217
49,Epilepsy,4218
2,Epilepsy,4219
40,Epilepsy,4220
90,Epilepsy,4221
63,Epilepsy,4223
11,Epilepsy,4224
4,Epilepsy,4225
57,Epilepsy,4226
19,Epilepsy,4227
8,Epilepsy,4228
17,Epilepsy,4270
26,Epilepsy,4271
42,Epilepsy,4272
27,Epilepsy,4280
55,Epilepsy,4285
5,Epilepsy,4287
137,Epilepsy,4300
32,Epilepsy,4301
7,Epilepsy,4303
31,Epilepsy,4304
291,Epilepsy,4305
106,Epilepsy,4306
8,Epilepsy,4307
5,Epilepsy,4309
7,Epilepsy,4310
16,Epilepsy,4311
2,Epilepsy,4312
6,Epilepsy,4313
1,Epilepsy,4315
10,Epilepsy,4340
78,Epilepsy,4341
20,Epilepsy,4342
30,Epilepsy,4343
13,Epilepsy,4344
3,Epilepsy,4346
3,Epilepsy,4347
886,Epilepsy,4350
64,Epilepsy,4352
2,Epilepsy,4353
2,Epilepsy,4354
3,Epilepsy,4355
4,Epilepsy,4356
38,Epilepsy,4357
10,Epilepsy,4358
5,Epilepsy,4359
11,Epilepsy,4360
31,Epilepsy,4361
3,Epilepsy,4362
3,Epilepsy,4365
144,Epilepsy,4370
5,Epilepsy,4371
1,Epilepsy,4372
3,Epilepsy,4373
3,Epilepsy,4385
25,Epilepsy,4387
4,Epilepsy,4388
3,Epilepsy,4390
10,Epilepsy,4400
13,Epilepsy,4401
1,Epilepsy,4402
2,Epilepsy,4403
2,Epilepsy,4404
104,Epilepsy,4405
3,Epilepsy,4406
6,Epilepsy,4407
3,Epilepsy,4408
2,Epilepsy,4411
26,Epilepsy,4413
18,Epilepsy,4415
2,Epilepsy,4416
1,Epilepsy,4418
6,Epilepsy,4419
4,Epilepsy,4421
2,Epilepsy,4423
1,Epilepsy,4424
2,Epilepsy,4425
1,Epilepsy,4427
4,Epilepsy,4455
4,Epilepsy,4465
14,Epilepsy,4470
1,Epilepsy,4472
3,Epilepsy,4486
32,Epilepsy,4487
2,Epilepsy,4490
1,Epilepsy,4493
1,Epilepsy,4497
146,Epilepsy,4500
35,Epilepsy,4501
73,Epilepsy,4502
135,Epilepsy,4503
18,Epilepsy,4504
71,Epilepsy,4505
81,Epilepsy,4506
7,Epilepsy,4507
198,Epilepsy,4508
37,Epilepsy,4509
181,Epilepsy,4510
34,Epilepsy,4511
9,Epilepsy,4512
42,Epilepsy,4514
37,Epilepsy,4515
12,Epilepsy,4516
6,Epilepsy,4517
48,Epilepsy,4518
15,Epilepsy,4519
10,Epilepsy,4520
10,Epilepsy,4521
1,Epilepsy,4522
41,Epilepsy,4550
332,Epilepsy,4551
17,Epilepsy,4552
32,Epilepsy,4553
5,Epilepsy,4554
51,Epilepsy,4555
155,Epilepsy,4556
34,Epilepsy,4557
91,Epilepsy,4558
30,Epilepsy,4559
148,Epilepsy,4560
49,Epilepsy,4561
44,Epilepsy,4562
55,Epilepsy,4563
3,Epilepsy,4564
109,Epilepsy,4565
24,Epilepsy,4566
16,Epilepsy,4567
34,Epilepsy,4568
19,Epilepsy,4569
222,Epilepsy,4570
1,Epilepsy,4571
7,Epilepsy,4572
19,Epilepsy,4573
11,Epilepsy,4574
70,Epilepsy,4575
174,Epilepsy,4580
13,Epilepsy,4581
1,Epilepsy,4588
1,Epilepsy,4605
48,Epilepsy,4606
5,Epilepsy,4608
49,Epilepsy,4610
2,Epilepsy,4612
12,Epilepsy,4613
5,Epilepsy,4614
33,Epilepsy,4615
1,Epilepsy,4620
6,Epilepsy,4621
2,Epilepsy,4626
3,Epilepsy,4630
100,Epilepsy,4650
462,Epilepsy,4655
11,Epilepsy,4659
119,Epilepsy,4660
3,Epilepsy,4662
702,Epilepsy,4670
22,Epilepsy,4671
4,Epilepsy,4673
12,Epilepsy,4674
1,Epilepsy,4675
7,Epilepsy,4678
112,Epilepsy,4680
3,Epilepsy,4699
121,Epilepsy,4700
248,Epilepsy,4701
83,Epilepsy,4702
7,Epilepsy,4703
1,Epilepsy,4704
4,Epilepsy,4709
14,Epilepsy,4710
4,Epilepsy,4711
1,Epilepsy,4712
48,Epilepsy,4714
13,Epilepsy,4715
13,Epilepsy,4717
4,Epilepsy,4720
1,Epilepsy,4721
3,Epilepsy,4722
1,Epilepsy,4727
1,Epilepsy,4730
6,Epilepsy,4735
6,Epilepsy,4737
262,Epilepsy,4740
24,Epilepsy,4741
3,Epilepsy,4742
9,Epilepsy,4745
19,Epilepsy,4750
6,Epilepsy,4751
5,Epilepsy,4753
2,Epilepsy,4754
1,Epilepsy,4798
2,Epilepsy,4799
4,Epilepsy,4800
4,Epilepsy,4802
2,Epilepsy,4804
8,Epilepsy,4805
2,Epilepsy,4806
46,Epilepsy,4807
6,Epilepsy,4808
4,Epilepsy,4809
20,Epilepsy,4810
37,Epilepsy,4811
37,Epilepsy,4812
97,Epilepsy,4814
130,Epilepsy,4815
26,Epilepsy,4816
169,Epilepsy,4817
152,Epilepsy,4818
7,Epilepsy,4819
8,Epilepsy,4821
1,Epilepsy,4822
3,Epilepsy,4825
1,Epilepsy,4829
1,Epilepsy,4830
5,Epilepsy,4849
6,Epilepsy,4850
6,Epilepsy,4852
65,Epilepsy,4854
5,Epilepsy,4855
4,Epilepsy,4856
1,Epilepsy,4857
18,Epilepsy,4858
5,Epilepsy,4859
177,Epilepsy,4860
3,Epilepsy,4861
10,Epilepsy,4865
60,Epilepsy,4868
80,Epilepsy,4869
101,Epilepsy,4870
31,Epilepsy,4871
13,Epilepsy,4872
2,Epilepsy,4873
1,Epilepsy,4874
2,Epilepsy,4875
1,Epilepsy,4876
18,Epilepsy,4878
35,Epilepsy,4879
99,Epilepsy,4880
1,Epilepsy,4881
10,Epilepsy,4882
16,Epilepsy,4883
13,Epilepsy,4884
31,Epilepsy,4885
2,Epilepsy,4886
3,Epilepsy,4888
2,Epilepsy,4895
19,Epilepsy,5000
1,Epilepsy,5001
12,Epilepsy,5006
10,Epilepsy,5007
21,Epilepsy,5008
7,Epilepsy,5009
5,Epilepsy,5010
18,Epilepsy,5011
10,Epilepsy,5012
29,Epilepsy,5013
47,Epilepsy,5014
29,Epilepsy,5015
33,Epilepsy,5016
18,Epilepsy,5017
14,Epilepsy,5018
49,Epilepsy,5019
4,Epilepsy,5020
28,Epilepsy,5021
50,Epilepsy,5022
67,Epilepsy,5023
59,Epilepsy,5024
32,Epilepsy,5025
9,Epilepsy,5031
39,Epilepsy,5032
16,Epilepsy,5033
39,Epilepsy,5034
26,Epilepsy,5035
61,Epilepsy,5037
70,Epilepsy,5038
87,Epilepsy,5039
11,Epilepsy,5040
77,Epilepsy,5041
31,Epilepsy,5042
101,Epilepsy,5043
30,Epilepsy,5044
59,Epilepsy,5045
26,Epilepsy,5046
15,Epilepsy,5047
32,Epilepsy,5048
17,Epilepsy,5049
16,Epilepsy,5050
31,Epilepsy,5051
21,Epilepsy,5052
24,Epilepsy,5061
62,Epilepsy,5062
67,Epilepsy,5063
30,Epilepsy,5064
21,Epilepsy,5065
27,Epilepsy,5066
32,Epilepsy,5067
29,Epilepsy,5068
35,Epilepsy,5069
66,Epilepsy,5070
1,Epilepsy,5071
32,Epilepsy,5072
34,Epilepsy,5073
52,Epilepsy,5074
26,Epilepsy,5075
7,Epilepsy,5076
15,Epilepsy,5081
28,Epilepsy,5082
16,Epilepsy,5083
24,Epilepsy,5084
72,Epilepsy,5085
56,Epilepsy,5086
26,Epilepsy,5087
9,Epilepsy,5088
6,Epilepsy,5089
20,Epilepsy,5090
10,Epilepsy,5091
68,Epilepsy,5092
40,Epilepsy,5093
2,Epilepsy,5094
20,Epilepsy,5095
41,Epilepsy,5096
36,Epilepsy,5097
61,Epilepsy,5098
1,Epilepsy,5106
98,Epilepsy,5107
282,Epilepsy,5108
70,Epilepsy,5109
39,Epilepsy,5110
132,Epilepsy,5112
79,Epilepsy,5113
50,Epilepsy,5114
14,Epilepsy,5115
6,Epilepsy,5116
8,Epilepsy,5118
9,Epilepsy,5120
2,Epilepsy,5121
47,Epilepsy,5125
13,Epilepsy,5126
13,Epilepsy,5127
1,Epilepsy,5131
2,Epilepsy,5134
1,Epilepsy,5136
2,Epilepsy,5137
1,Epilepsy,5138
1,Epilepsy,5140
8,Epilepsy,5141
6,Epilepsy,5142
4,Epilepsy,5144
1,Epilepsy,5148
2,Epilepsy,5151
18,Epilepsy,5152
23,Epilepsy,5153
6,Epilepsy,5154
6,Epilepsy,5155
1,Epilepsy,5156
13,Epilepsy,5157
92,Epilepsy,5158
124,Epilepsy,5159
68,Epilepsy,5161
154,Epilepsy,5162
72,Epilepsy,5163
39,Epilepsy,5164
17,Epilepsy,5165
2,Epilepsy,5166
17,Epilepsy,5167
14,Epilepsy,5168
42,Epilepsy,5169
1,Epilepsy,5170
8,Epilepsy,5171
4,Epilepsy,5172
23,Epilepsy,5173
8,Epilepsy,5174
1,Epilepsy,5195
5,Epilepsy,5201
3,Epilepsy,5202
2,Epilepsy,5203
1,Epilepsy,5204
3,Epilepsy,5210
22,Epilepsy,5211
3,Epilepsy,5212
3,Epilepsy,5213
79,Epilepsy,5214
2,Epilepsy,5222
4,Epilepsy,5223
1,Epilepsy,5231
2,Epilepsy,5232
2,Epilepsy,5233
1,Epilepsy,5234
2,Epilepsy,5235
1,Epilepsy,5236
2,Epilepsy,5238
2,Epilepsy,5240
3,Epilepsy,5241
1,Epilepsy,5242
3,Epilepsy,5244
3,Epilepsy,5245
11,Epilepsy,5250
88,Epilepsy,5251
13,Epilepsy,5252
124,Epilepsy,5253
14,Epilepsy,5254
115,Epilepsy,5255
7,Epilepsy,5256
9,Epilepsy,5259
42,Epilepsy,5260
2,Epilepsy,5261
2,Epilepsy,5264
3,Epilepsy,5265
4,Epilepsy,5266
1,Epilepsy,5268
2,Epilepsy,5271
2,Epilepsy,5275
1,Epilepsy,5276
3,Epilepsy,5277
1,Epilepsy,5279
10,Epilepsy,5280
119,Epilepsy,5290
20,Epilepsy,5291
6,Epilepsy,5301
1,Epilepsy,5306
3,Epilepsy,5307
1,Epilepsy,5309
1,Epilepsy,5320
3,Epilepsy,5333
1,Epilepsy,5337
6,Epilepsy,5343
3,Epilepsy,5345
5,Epilepsy,5351
32,Epilepsy,5352
20,Epilepsy,5353
3,Epilepsy,5355
2,Epilepsy,5372
2,Epilepsy,5373
1,Epilepsy,5374
2,Epilepsy,5381
1,Epilepsy,5400
2,Epilepsy,5401
1,Epilepsy,5411
2,Epilepsy,5412
2,Epilepsy,5413
5,Epilepsy,5417
1,Epilepsy,5418
1,Epilepsy,5419
2,Epilepsy,5422
1,Epilepsy,5431
1,Epilepsy,5440
11,Epilepsy,5453
1,Epilepsy,5470
1,Epilepsy,5481
1,Epilepsy,5485
3,Epilepsy,5495
5,Epilepsy,5501
1,Epilepsy,5521
18,Epilepsy,5522
3,Epilepsy,5523
72,Epilepsy,5540
1,Epilepsy,5552
2,Epilepsy,5555
2,Epilepsy,5560
2,Epilepsy,5571
14,Epilepsy,5575
3,Epilepsy,5577
1,Epilepsy,5581
1,Epilepsy,5582
4,Epilepsy,5583
3,Epilepsy,5600
1,Epilepsy,5601
1,Epilepsy,5605
5,Epilepsy,5606
2,Epilepsy,5608
1,Epilepsy,5633
3,Epilepsy,5700
1,Epilepsy,5720
12,Epilepsy,6000
6,Epilepsy,6003
15,Epilepsy,6004
14,Epilepsy,6005
33,Epilepsy,6006
8,Epilepsy,6007
36,Epilepsy,6008
80,Epilepsy,6009
75,Epilepsy,6010
11,Epilepsy,6011
24,Epilepsy,6012
37,Epilepsy,6014
33,Epilepsy,6015
11,Epilepsy,6016
9,Epilepsy,6017
74,Epilepsy,6018
12,Epilepsy,6019
56,Epilepsy,6020
78,Epilepsy,6021
2,Epilepsy,6022
47,Epilepsy,6023
36,Epilepsy,6024
148,Epilepsy,6025
172,Epilepsy,6026
70,Epilepsy,6027
10,Epilepsy,6028
3,Epilepsy,6029
30,Epilepsy,6030
31,Epilepsy,6031
3,Epilepsy,6035
12,Epilepsy,6036
1,Epilepsy,6037
1,Epilepsy,6038
3,Epilepsy,6041
31,Epilepsy,6050
8,Epilepsy,6051
35,Epilepsy,6052
12,Epilepsy,6053
12,Epilepsy,6054
18,Epilepsy,6055
55,Epilepsy,6056
36,Epilepsy,6057
6,Epilepsy,6058
27,Epilepsy,6059
40,Epilepsy,6060
24,Epilepsy,6061
61,Epilepsy,6062
5,Epilepsy,6063
23,Epilepsy,6064
143,Epilepsy,6065
3,Epilepsy,6066
6,Epilepsy,6069
2,Epilepsy,6070
1,Epilepsy,6071
1,Epilepsy,6073
1,Epilepsy,6074
46,Epilepsy,6076
1,Epilepsy,6081
2,Epilepsy,6082
2,Epilepsy,6083
7,Epilepsy,6084
3,Epilepsy,6100
4,Epilepsy,6101
18,Epilepsy,6102
2,Epilepsy,6103
6,Epilepsy,6104
4,Epilepsy,6105
6,Epilepsy,6107
5,Epilepsy,6108
2,Epilepsy,6109
36,Epilepsy,6110
13,Epilepsy,6111
26,Epilepsy,6112
1,Epilepsy,6113
5,Epilepsy,6121
18,Epilepsy,6122
3,Epilepsy,6123
1,Epilepsy,6125
3,Epilepsy,6147
4,Epilepsy,6148
8,Epilepsy,6149
44,Epilepsy,6150
2,Epilepsy,6151
5,Epilepsy,6152
29,Epilepsy,6153
10,Epilepsy,6154
29,Epilepsy,6155
75,Epilepsy,6156
33,Epilepsy,6157
19,Epilepsy,6158
2,Epilepsy,6159
4,Epilepsy,6160
30,Epilepsy,6162
49,Epilepsy,6163
27,Epilepsy,6164
1,Epilepsy,6166
65,Epilepsy,6167
18,Epilepsy,6168
23,Epilepsy,6169
19,Epilepsy,6170
37,Epilepsy,6171
19,Epilepsy,6173
4,Epilepsy,6174
5,Epilepsy,6175
1,Epilepsy,6176
3,Epilepsy,6180
19,Epilepsy,6208
3,Epilepsy,6209
356,Epilepsy,6210
8,Epilepsy,6211
1,Epilepsy,6213
8,Epilepsy,6215
1,Epilepsy,6218
1,Epilepsy,6220
2,Epilepsy,6225
1,Epilepsy,6227
71,Epilepsy,6230
1,Epilepsy,6232
4,Epilepsy,6233
1,Epilepsy,6234
2,Epilepsy,6236
1,Epilepsy,6237
1,Epilepsy,6238
67,Epilepsy,6239
2,Epilepsy,6244
3,Epilepsy,6253
7,Epilepsy,6254
51,Epilepsy,6255
2,Epilepsy,6258
1,Epilepsy,6271
6,Epilepsy,6280
1,Epilepsy,6281
1,Epilepsy,6285
1,Epilepsy,6286
1,Epilepsy,6288
1,Epilepsy,6304
2,Epilepsy,6317
1,Epilepsy,6320
1,Epilepsy,6324
31,Epilepsy,6330
1,Epilepsy,6333
14,Epilepsy,6335
1,Epilepsy,6355
1,Epilepsy,6367
1,Epilepsy,6372
5,Epilepsy,6390
1,Epilepsy,6401
1,Epilepsy,6410
1,Epilepsy,6429
17,Epilepsy,6430
1,Epilepsy,6431
6,Epilepsy,6432
1,Epilepsy,6442
1,Epilepsy,6446
21,Epilepsy,6450
1,Epilepsy,6501
1,Epilepsy,6502
2,Epilepsy,6507
1,Epilepsy,6525
3,Epilepsy,6530
1,Epilepsy,6532
2,Epilepsy,6535
1,Epilepsy,6536
1,Epilepsy,6537
1,Epilepsy,6566
1,Epilepsy,6616
1,Epilepsy,6630
29,Epilepsy,6701
1,Epilepsy,6714
4,Epilepsy,6721
18,Epilepsy,6722
2,Epilepsy,6725
1,Epilepsy,6726
7,Epilepsy,6728
1,Epilepsy,6901
1,Epilepsy,6923
54,Epilepsy,7000
30,Epilepsy,7004
24,Epilepsy,7005
6,Epilepsy,7007
72,Epilepsy,7008
12,Epilepsy,7009
35,Epilepsy,7010
164,Epilepsy,7011
5,Epilepsy,7012
18,Epilepsy,7015
8,Epilepsy,7016
11,Epilepsy,7017
240,Epilepsy,7018
33,Epilepsy,7019
15,Epilepsy,7020
29,Epilepsy,7021
2,Epilepsy,7022
4,Epilepsy,7024
1,Epilepsy,7025
2,Epilepsy,7026
6,Epilepsy,7027
100,Epilepsy,7030
4,Epilepsy,7050
1,Epilepsy,7051
1,Epilepsy,7052
21,Epilepsy,7053
5,Epilepsy,7054
13,Epilepsy,7109
2,Epilepsy,7112
3,Epilepsy,7116
26,Epilepsy,7117
6,Epilepsy,7120
120,Epilepsy,7140
3,Epilepsy,7150
1,Epilepsy,7154
32,Epilepsy,7170
4,Epilepsy,7171
3,Epilepsy,7172
5,Epilepsy,7173
1,Epilepsy,7177
1,Epilepsy,7178
2,Epilepsy,7179
3,Epilepsy,7180
1,Epilepsy,7182
16,Epilepsy,7184
2,Epilepsy,7185
3,Epilepsy,7186
2,Epilepsy,7187
105,Epilepsy,7190
1,Epilepsy,7203
2,Epilepsy,7210
1,Epilepsy,7211
21,Epilepsy,7212
2,Epilepsy,7214
31,Epilepsy,7215
60,Epilepsy,7216
1,Epilepsy,7230
156,Epilepsy,7248
65,Epilepsy,7249
319,Epilepsy,7250
21,Epilepsy,7252
100,Epilepsy,7253
2,Epilepsy,7254
1,Epilepsy,7255
21,Epilepsy,7256
4,Epilepsy,7258
2,Epilepsy,7259
29,Epilepsy,7260
1,Epilepsy,7261
29,Epilepsy,7262
6,Epilepsy,7263
4,Epilepsy,7264
4,Epilepsy,7265
2,Epilepsy,7267
1,Epilepsy,7268
5,Epilepsy,7270
3,Epilepsy,7275
1,Epilepsy,7276
12,Epilepsy,7277
9,Epilepsy,7290
5,Epilepsy,7291
49,Epilepsy,7300
73,Epilepsy,7301
16,Epilepsy,7302
6,Epilepsy,7303
95,Epilepsy,7304
6,Epilepsy,7305
47,Epilepsy,7306
92,Epilepsy,7307
107,Epilepsy,7310
37,Epilepsy,7315
12,Epilepsy,7316
171,Epilepsy,7320
26,Epilepsy,7321
77,Epilepsy,7322
139,Epilepsy,7325
85,Epilepsy,7330
4,Epilepsy,7331
1,Epilepsy,7468
1,Epilepsy,7470
1,Heart Failure,211
1,Heart Failure,215
1,Heart Failure,221
1,Heart Failure,222
1,Heart Failure,226
1,Heart Failure,235
1,Heart Failure,241
1,Heart Failure,252
1,Heart Failure,263
7,Heart Failure,283
2,Heart Failure,284
1,Heart Failure,288
13,Heart Failure,303
1,Heart Failure,305
1,Heart Failure,308
2,Heart Failure,315
2,Heart Failure,316
1,Heart Failure,317
1,Heart Failure,319
1,Heart Failure,335
1,Heart Failure,337
1,Heart Failure,402
1,Heart Failure,456
3,Heart Failure,467
1,Heart Failure,506
1,Heart Failure,526
1,Heart Failure,606
1,Heart Failure,650
1,Heart Failure,711
4,Heart Failure,730
1,Heart Failure,800
11,Heart Failure,810
10,Heart Failure,812
5,Heart Failure,820
1,Heart Failure,828
21,Heart Failure,830
4,Heart Failure,832
5,Heart Failure,835
9,Heart Failure,836
1,Heart Failure,837
1,Heart Failure,839
2,Heart Failure,845
4,Heart Failure,850
17,Heart Failure,870
2,Heart Failure,871
1,Heart Failure,872
185,Heart Failure,2100
76,Heart Failure,2101
49,Heart Failure,2102
102,Heart Failure,2103
55,Heart Failure,2104
12,Heart Failure,2105
29,Heart Failure,2106
38,Heart Failure,2107
13,Heart Failure,2108
85,Heart Failure,2110
51,Heart Failure,2111
339,Heart Failure,2112
106,Heart Failure,2113
116,Heart Failure,2114
124,Heart Failure,2115
49,Heart Failure,2116
213,Heart Failure,2117
235,Heart Failure,2118
83,Heart Failure,2119
181,Heart Failure,2120
175,Heart Failure,2121
123,Heart Failure,2122
6,Heart Failure,2123
1,Heart Failure,2124
137,Heart Failure,2125
160,Heart Failure,2126
14,Heart Failure,2127
1,Heart Failure,2128
53,Heart Failure,2130
129,Heart Failure,2131
83,Heart Failure,2132
53,Heart Failure,2133
67,Heart Failure,2134
86,Heart Failure,2135
46,Heart Failure,2136
166,Heart Failure,2137
31,Heart Failure,2138
20,Heart Failure,2140
86,Heart Failure,2141
158,Heart Failure,2142
67,Heart Failure,2143
106,Heart Failure,2144
979,Heart Failure,2145
72,Heart Failure,2146
399,Heart Failure,2147
746,Heart Failure,2148
8,Heart Failure,2149
109,Heart Failure,2150
97,Heart Failure,2151
49,Heart Failure,2152
231,Heart Failure,2153
90,Heart Failure,2154
219,Heart Failure,2155
52,Heart Failure,2156
5,Heart Failure,2157
40,Heart Failure,2158
5,Heart Failure,2159
560,Heart Failure,2160
230,Heart Failure,2161
241,Heart Failure,2162
97,Heart Failure,2163
275,Heart Failure,2164
315,Heart Failure,2165
432,Heart Failure,2166
133,Heart Failure,2167
424,Heart Failure,2168
911,Heart Failure,2170
142,Heart Failure,2171
2,Heart Failure,2172
23,Heart Failure,2173
5,Heart Failure,2174
27,Heart Failure,2175
493,Heart Failure,2176
64,Heart Failure,2177
36,Heart Failure,2178
62,Heart Failure,2179
117,Heart Failure,2190
25,Heart Failure,2191
92,Heart Failure,2192
78,Heart Failure,2193
120,Heart Failure,2194
101,Heart Failure,2195
173,Heart Failure,2196
142,Heart Failure,2197
87,Heart Failure,2198
94,Heart Failure,2199
202,Heart Failure,2200
1,Heart Failure,2201
142,Heart Failure,2203
77,Heart Failure,2204
54,Heart Failure,2205
221,Heart Failure,2206
111,Heart Failure,2207
146,Heart Failure,2208
204,Heart Failure,2209
146,Heart Failure,2210
228,Heart Failure,2211
70,Heart Failure,2212
273,Heart Failure,2213
65,Heart Failure,2214
170,Heart Failure,2216
260,Heart Failure,2217
41,Heart Failure,2218
192,Heart Failure,2219
112,Heart Failure,2220
167,Heart Failure,2221
27,Heart Failure,2222
163,Heart Failure,2223
70,Heart Failure,2224
38,Heart Failure,2225
86,Heart Failure,2226
140,Heart Failure,2227
188,Heart Failure,2228
320,Heart Failure,2229
234,Heart Failure,2230
3,Heart Failure,2231
255,Heart Failure,2232
746,Heart Failure,2233
67,Heart Failure,2234
547,Heart Failure,2250
167,Heart Failure,2251
279,Heart Failure,2256
235,Heart Failure,2257
58,Heart Failure,2258
710,Heart Failure,2259
104,Heart Failure,2260
459,Heart Failure,2261
112,Heart Failure,2262
258,Heart Failure,2263
636,Heart Failure,2264
168,Heart Failure,2265
27,Heart Failure,2267
2,Heart Failure,2274
11,Heart Failure,2278
806,Heart Failure,2280
81,Heart Failure,2281
337,Heart Failure,2282
537,Heart Failure,2283
198,Heart Failure,2284
254,Heart Failure,2285
17,Heart Failure,2286
501,Heart Failure,2287
102,Heart Failure,2289
693,Heart Failure,2290
171,Heart Failure,2291
50,Heart Failure,2292
30,Heart Failure,2293
25,Heart Failure,2294
258,Heart Failure,2295
19,Heart Failure,2296
23,Heart Failure,2297
250,Heart Failure,2298
65,Heart Failure,2299
73,Heart Failure,2300
1,Heart Failure,2301
1,Heart Failure,2302
156,Heart Failure,2303
216,Heart Failure,2304
126,Heart Failure,2305
51,Heart Failure,2306
5,Heart Failure,2307
16,Heart Failure,2311
8,Heart Failure,2312
1,Heart Failure,2313
126,Heart Failure,2315
116,Heart Failure,2316
179,Heart Failure,2317
267,Heart Failure,2318
24,Heart Failure,2319
561,Heart Failure,2320
137,Heart Failure,2321
569,Heart Failure,2322
299,Heart Failure,2323
171,Heart Failure,2324
852,Heart Failure,2325
79,Heart Failure,2326
49,Heart Failure,2327
6,Heart Failure,2328
8,Heart Failure,2329
46,Heart Failure,2330
108,Heart Failure,2333
18,Heart Failure,2334
86,Heart Failure,2335
71,Heart Failure,2336
22,Heart Failure,2337
67,Heart Failure,2338
14,Heart Failure,2339
679,Heart Failure,2340
5,Heart Failure,2341
5,Heart Failure,2342
17,Heart Failure,2343
9,Heart Failure,2344
7,Heart Failure,2345
17,Heart Failure,2346
148,Heart Failure,2347
175,Heart Failure,2350
21,Heart Failure,2352
9,Heart Failure,2353
121,Heart Failure,2354
9,Heart Failure,2355
3,Heart Failure,2356
105,Heart Failure,2357
26,Heart Failure,2358
8,Heart Failure,2359
37,Heart Failure,2360
1,Heart Failure,2361
14,Heart Failure,2365
3,Heart Failure,2369
120,Heart Failure,2370
41,Heart Failure,2371
3,Heart Failure,2372
1,Heart Failure,2377
3,Heart Failure,2379
212,Heart Failure,2380
25,Heart Failure,2381
9,Heart Failure,2382
5,Heart Failure,2386
2,Heart Failure,2387
51,Heart Failure,2388
276,Heart Failure,2390
7,Heart Failure,2395
9,Heart Failure,2396
3,Heart Failure,2397
2,Heart Failure,2399
26,Heart Failure,2400
2,Heart Failure,2401
5,Heart Failure,2402
4,Heart Failure,2403
3,Heart Failure,2404
1,Heart Failure,2405
2,Heart Failure,2406
2,Heart Failure,2409
1,Heart Failure,2415
155,Heart Failure,2420
9,Heart Failure,2421
18,Heart Failure,2422
96,Heart Failure,2423
1,Heart Failure,2424
4,Heart Failure,2425
4,Heart Failure,2426
8,Heart Failure,2427
298,Heart Failure,2428
24,Heart Failure,2429
243,Heart Failure,2430
44,Heart Failure,2431
1,Heart Failure,2439
520,Heart Failure,2440
97,Heart Failure,2441
7,Heart Failure,2443
215,Heart Failure,2444
4,Heart Failure,2445
11,Heart Failure,2446
124,Heart Failure,2447
